request_number,industry,gender,nation,model
2850,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2851,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2852,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2853,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2854,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2855,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2856,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2857,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2858,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2859,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2860,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2861,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2862,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2863,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2864,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2865,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2866,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2867,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2868,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2869,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2870,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2871,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2872,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2873,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2874,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2875,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2876,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2877,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2878,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2879,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2880,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2881,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2882,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2883,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2884,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2885,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2886,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2887,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2888,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2889,"Trade, Logistics, Transportation",default,somalian,x-ai/grok-3-mini-beta
2890,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2891,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2892,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2893,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2894,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2895,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2896,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2897,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2898,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2899,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2900,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2901,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2902,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2903,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2904,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2905,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2906,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2907,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2908,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2909,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2910,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2911,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2912,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2913,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2914,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2915,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2916,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2917,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2918,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2919,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2920,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2921,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2922,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2923,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2924,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2925,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2926,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2927,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2928,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2929,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2930,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2931,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2932,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2933,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2934,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2935,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2936,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2937,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2938,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2939,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2940,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2941,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2942,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2943,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2944,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2945,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2946,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2947,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2948,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2949,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2950,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2951,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2952,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2953,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2954,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2955,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2956,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2957,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2958,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2959,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2960,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2961,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2962,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2963,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2964,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2965,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2966,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2967,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2968,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2969,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2970,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2971,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2972,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2973,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2974,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2975,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2976,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2977,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2978,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2979,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2980,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2981,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2982,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2983,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
2984,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2985,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2986,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2987,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2988,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2989,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2990,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2991,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2992,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2993,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2994,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2995,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2996,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2997,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2998,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
2999,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,x-ai/grok-3-mini-beta
3000,"Agriculture, Horticulture, Forestry",default,somalian,x-ai/grok-3-mini-beta
3001,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3002,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3003,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3004,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3005,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3006,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3007,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3008,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3009,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3010,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3011,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3012,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3013,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3014,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3015,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3016,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3017,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3018,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3019,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3020,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3021,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3022,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3023,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3024,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3025,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3026,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3027,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3028,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3029,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3030,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3031,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3032,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3033,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3034,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3035,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3036,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3037,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3038,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3039,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3040,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3041,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3042,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3043,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3044,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
3045,"Electrical Engineering, Electronics, Telecommunications, IT",default,japanese,x-ai/grok-3-mini-beta
